Date,County,New Confirmed Cases,Total Confirmed Cases,New Probable and Confirmed Deaths,Total Probable and Confirmed Deaths
5/13/2021,Suffolk,87,91997,1,1827
5/13/2021,Worcester,82,76428,0,2201
5/13/2021,Unknown,-4,1111,0,7
5/13/2021,Dukes and Nantucket,,,0,5
5/14/2021,Barnstable,8,13761,1,465
5/14/2021,Berkshire,7,6470,0,285
5/14/2021,Bristol,38,65960,4,1720
5/14/2021,Dukes,2,1321,,
5/14/2021,Essex,45,96751,2,2367
5/14/2021,Franklin,4,2541,0,113
5/14/2021,Hampden,44,51644,2,1506
5/14/2021,Hampshire,6,9085,0,294
5/14/2021,Middlesex,50,133940,2,3739
5/14/2021,Nantucket,1,1515,,
5/14/2021,Norfolk,20,54431,1,1780
5/14/2021,Plymouth,35,48655,1,1426
5/14/2021,Suffolk,38,92035,2,1829
5/14/2021,Worcester,48,76476,5,2206
5/14/2021,Unknown,-9,1102,0,7
5/14/2021,Dukes and Nantucket,,,0,5
5/15/2021,Barnstable,6,13767,0,465
5/15/2021,Berkshire,8,6478,0,285
5/15/2021,Bristol,86,66046,1,1721
5/15/2021,Dukes,6,1327,,
5/15/2021,Essex,77,96828,1,2368
5/15/2021,Franklin,4,2545,0,113
5/15/2021,Hampden,82,51726,1,1507
5/15/2021,Hampshire,13,9098,0,294
5/15/2021,Middlesex,107,134047,0,3739
5/15/2021,Nantucket,0,1515,,
5/15/2021,Norfolk,43,54474,0,1780
5/15/2021,Plymouth,49,48704,0,1426
5/15/2021,Suffolk,102,92137,1,1830
5/15/2021,Worcester,76,76552,1,2207
5/15/2021,Unknown,-2,1100,0,7
5/15/2021,Dukes and Nantucket,,,0,5
5/16/2021,Barnstable,17,13784,0,465
5/16/2021,Berkshire,7,6485,0,285
5/16/2021,Bristol,66,66112,0,1721
5/16/2021,Dukes,7,1334,,
5/16/2021,Essex,76,96904,1,2369
5/16/2021,Franklin,2,2547,0,113
5/16/2021,Hampden,45,51771,3,1510
5/16/2021,Hampshire,5,9103,0,294
5/16/2021,Middlesex,87,134134,0,3739
5/16/2021,Nantucket,0,1515,,
5/16/2021,Norfolk,36,54510,0,1780
5/16/2021,Plymouth,37,48741,0,1426
5/16/2021,Suffolk,55,92192,1,1831
5/16/2021,Worcester,51,76603,1,2208
5/16/2021,Unknown,3,1103,0,7
5/16/2021,Dukes and Nantucket,,,0,5
5/17/2021,Barnstable,8,13792,0,465
5/17/2021,Berkshire,5,6490,0,285
5/17/2021,Bristol,23,66135,-4,1717
5/17/2021,Dukes,12,1346,,
5/17/2021,Essex,45,96949,5,2374
5/17/2021,Franklin,2,2549,0,113
5/17/2021,Hampden,32,51803,-3,1507
5/17/2021,Hampshire,1,9104,0,294
5/17/2021,Middlesex,33,134167,5,3744
5/17/2021,Nantucket,0,1515,,
5/17/2021,Norfolk,21,54531,0,1780
5/17/2021,Plymouth,29,48770,3,1429
5/17/2021,Suffolk,36,92228,3,1834
5/17/2021,Worcester,31,76634,10,2218
5/17/2021,Unknown,3,1106,0,7
5/17/2021,Dukes and Nantucket,,,0,5
5/18/2021,Barnstable,12,13804,1,466
5/18/2021,Berkshire,4,6494,0,285
5/18/2021,Bristol,49,66184,1,1718
5/18/2021,Dukes,3,1349,,
5/18/2021,Essex,50,96999,1,2375
5/18/2021,Franklin,2,2551,0,113
5/18/2021,Hampden,53,51856,1,1508
5/18/2021,Hampshire,2,9106,0,294
5/18/2021,Middlesex,53,134220,2,3746
5/18/2021,Nantucket,0,1515,,
5/18/2021,Norfolk,21,54552,0,1780
5/18/2021,Plymouth,30,48800,1,1430
5/18/2021,Suffolk,36,92264,0,1834
5/18/2021,Worcester,46,76680,0,2218
5/18/2021,Unknown,-2,1104,0,7
5/18/2021,Dukes and Nantucket,,,0,5
5/19/2021,Barnstable,19,13823,0,466
5/19/2021,Berkshire,3,6497,0,285
5/19/2021,Bristol,70,66254,1,1719
5/19/2021,Dukes,4,1353,,
5/19/2021,Essex,73,97072,3,2378
5/19/2021,Franklin,1,2552,0,113
5/19/2021,Hampden,42,51898,3,1511
5/19/2021,Hampshire,6,9112,1,295
5/19/2021,Middlesex,66,134286,3,3749
5/19/2021,Nantucket,0,1515,,
5/19/2021,Norfolk,27,54579,1,1781
5/19/2021,Plymouth,34,48834,2,1432
5/19/2021,Suffolk,49,92313,0,1834
5/19/2021,Worcester,37,76717,1,2219
5/19/2021,Unknown,-6,1098,0,7
5/19/2021,Dukes and Nantucket,,,0,5
5/20/2021,Barnstable,8,13831,0,466
5/20/2021,Berkshire,5,6502,1,286
5/20/2021,Bristol,94,66348,1,1720
5/20/2021,Dukes,18,1371,,
5/20/2021,Essex,82,97154,1,2379
5/20/2021,Franklin,4,2556,0,113
5/20/2021,Hampden,39,51937,2,1513
5/20/2021,Hampshire,3,9115,0,295
5/20/2021,Middlesex,76,134362,0,3749
5/20/2021,Nantucket,0,1515,,
5/20/2021,Norfolk,36,54615,1,1782
5/20/2021,Plymouth,62,48896,0,1432
5/20/2021,Suffolk,65,92378,-1,1833
5/20/2021,Worcester,48,76765,3,2222
5/20/2021,Unknown,-2,1096,0,7
5/20/2021,Dukes and Nantucket,,,0,5
5/21/2021,Barnstable,19,13850,0,466
5/21/2021,Berkshire,4,6506,0,286
5/21/2021,Bristol,39,66387,2,1722
5/21/2021,Dukes,10,1381,,
5/21/2021,Essex,43,97197,0,2379
5/21/2021,Franklin,2,2558,0,113
5/21/2021,Hampden,48,51985,1,1514
5/21/2021,Hampshire,4,9119,1,296
5/21/2021,Middlesex,77,134439,2,3751
5/21/2021,Nantucket,0,1515,,
5/21/2021,Norfolk,29,54644,1,1783
5/21/2021,Plymouth,29,48925,2,1434
5/21/2021,Suffolk,58,92436,0,1833
5/21/2021,Worcester,43,76808,2,2224
5/21/2021,Unknown,-5,1091,0,7
5/21/2021,Dukes and Nantucket,,,0,5
5/22/2021,Barnstable,10,13860,0,466
5/22/2021,Berkshire,4,6510,0,286
5/22/2021,Bristol,51,66438,1,1723
5/22/2021,Dukes,3,1384,,
5/22/2021,Essex,59,97256,1,2380
5/22/2021,Franklin,1,2559,0,113
5/22/2021,Hampden,29,52014,0,1514
5/22/2021,Hampshire,2,9121,0,296
5/22/2021,Middlesex,87,134526,0,3751
5/22/2021,Nantucket,1,1516,,
5/22/2021,Norfolk,33,54677,0,1783
5/22/2021,Plymouth,28,48953,1,1435
5/22/2021,Suffolk,63,92499,0,1833
5/22/2021,Worcester,38,76846,2,2226
5/22/2021,Unknown,-4,1087,0,7
5/22/2021,Dukes and Nantucket,,,,5
5/23/2021,Barnstable,7,13867,0,466
5/23/2021,Berkshire,2,6512,0,286
5/23/2021,Bristol,23,66461,2,1725
5/23/2021,Dukes,4,1388,,
5/23/2021,Essex,61,97317,0,2380
5/23/2021,Franklin,2,2561,0,113
5/23/2021,Hampden,32,52046,1,1515
5/23/2021,Hampshire,7,9128,0,296
5/23/2021,Middlesex,57,134583,0,3751
5/23/2021,Nantucket,1,1517,,
5/23/2021,Norfolk,14,54691,0,1783
5/23/2021,Plymouth,20,48973,0,1435
5/23/2021,Suffolk,30,92529,0,1833
5/23/2021,Worcester,29,76875,2,2228
5/23/2021,Unknown,-2,1085,0,7
5/23/2021,Dukes and Nantucket,,,0,5
5/24/2021,Barnstable,6,13873,0,466
5/24/2021,Berkshire,1,6513,0,286
5/24/2021,Bristol,16,66477,0,1725
5/24/2021,Dukes,3,1391,,
5/24/2021,Essex,32,97349,0,2380
5/24/2021,Franklin,4,2565,0,113
5/24/2021,Hampden,15,52061,0,1515
5/24/2021,Hampshire,2,9130,0,296
5/24/2021,Middlesex,36,134619,0,3751
5/24/2021,Nantucket,0,1517,,
5/24/2021,Norfolk,3,54694,0,1783
5/24/2021,Plymouth,16,48989,0,1435
5/24/2021,Suffolk,27,92556,1,1834
5/24/2021,Worcester,28,76903,1,2229
5/24/2021,Unknown,-1,1084,0,7
5/24/2021,Dukes and Nantucket,,,0,5
5/25/2021,Barnstable,6,13879,1,467
5/25/2021,Berkshire,1,6514,0,286
5/25/2021,Bristol,31,66508,2,1727
5/25/2021,Dukes,2,1393,,
5/25/2021,Essex,24,97373,2,2382
5/25/2021,Franklin,-1,2564,0,113
5/25/2021,Hampden,20,52081,1,1516
5/25/2021,Hampshire,2,9132,0,296
5/25/2021,Middlesex,38,134657,1,3752
5/25/2021,Nantucket,0,1517,,
5/25/2021,Norfolk,18,54712,2,1785
5/25/2021,Plymouth,19,49008,0,1435
5/25/2021,Suffolk,15,92571,0,1834
5/25/2021,Worcester,30,76933,1,2230
5/25/2021,Unknown,-10,1074,0,7
5/25/2021,Dukes and Nantucket,,,0,5
5/26/2021,Barnstable,6,13885,1,468
5/26/2021,Berkshire,7,6521,0,286
5/26/2021,Bristol,20,66528,1,1728
5/26/2021,Dukes,6,1399,,
5/26/2021,Essex,77,97450,1,2383
5/26/2021,Franklin,3,2567,0,113
5/26/2021,Hampden,32,52113,1,1517
5/26/2021,Hampshire,4,9136,0,296
5/26/2021,Middlesex,72,134729,1,3753
5/26/2021,Nantucket,1,1518,,
5/26/2021,Norfolk,25,54737,0,1785
5/26/2021,Plymouth,19,49027,0,1435
5/26/2021,Suffolk,54,92625,1,1835
5/26/2021,Worcester,34,76967,0,2230
5/26/2021,Unknown,22,1096,0,7
5/26/2021,Dukes and Nantucket,,,0,5
5/27/2021,Barnstable,5,13890,1,469
5/27/2021,Berkshire,5,6526,0,286
5/27/2021,Bristol,28,66556,-2,1726
5/27/2021,Dukes,2,1401,,
5/27/2021,Essex,41,97491,2,2385
5/27/2021,Franklin,-2,2565,1,114
5/27/2021,Hampden,20,52133,3,1520
5/27/2021,Hampshire,1,9137,1,297
5/27/2021,Middlesex,29,134758,1,3754
5/27/2021,Nantucket,0,1518,,
5/27/2021,Norfolk,21,54758,1,1786
5/27/2021,Plymouth,23,49050,0,1435
5/27/2021,Suffolk,34,92659,0,1835
5/27/2021,Worcester,22,76989,1,2231
5/27/2021,Unknown,-14,1082,0,7
5/27/2021,Dukes and Nantucket,,,,5
5/28/2021,Barnstable,5,13895,0,469
5/28/2021,Berkshire,0,6526,0,286
5/28/2021,Bristol,32,66588,0,1726
5/28/2021,Dukes,2,1403,,
5/28/2021,Essex,25,97516,1,2386
5/28/2021,Franklin,2,2567,-1,113
5/28/2021,Hampden,24,52157,1,1521
5/28/2021,Hampshire,0,9137,0,297
5/28/2021,Middlesex,59,134817,1,3755
5/28/2021,Nantucket,0,1518,,
5/28/2021,Norfolk,24,54782,1,1787
5/28/2021,Plymouth,20,49070,0,1435
5/28/2021,Suffolk,46,92705,1,1836
5/28/2021,Worcester,18,77007,0,2231
5/28/2021,Unknown,-4,1078,0,7
5/28/2021,Dukes and Nantucket,,,0,5
5/29/2021,Barnstable,6,13901,0,469
5/29/2021,Berkshire,3,6529,0,286
5/29/2021,Bristol,23,66611,0,1726
5/29/2021,Dukes,4,1407,,
5/29/2021,Essex,33,97549,3,2389
5/29/2021,Franklin,1,2568,0,113
5/29/2021,Hampden,26,52183,3,1524
5/29/2021,Hampshire,2,9139,0,297
5/29/2021,Middlesex,29,134846,2,3757
5/29/2021,Nantucket,0,1518,,
5/29/2021,Norfolk,10,54792,2,1789
5/29/2021,Plymouth,23,49093,0,1435
5/29/2021,Suffolk,30,92735,2,1838
5/29/2021,Worcester,13,77020,2,2233
5/29/2021,Unknown,0,1078,0,7
5/29/2021,Dukes and Nantucket,,,0,5
5/30/2021,Barnstable,3,13904,0,469
5/30/2021,Berkshire,-4,6525,0,286
5/30/2021,Bristol,26,66637,2,1728
5/30/2021,Dukes,1,1408,,
5/30/2021,Essex,22,97571,0,2389
5/30/2021,Franklin,2,2570,0,113
5/30/2021,Hampden,23,52206,2,1526
5/30/2021,Hampshire,1,9140,0,297
5/30/2021,Middlesex,25,134871,0,3757
5/30/2021,Nantucket,0,1518,,
5/30/2021,Norfolk,11,54803,0,1789
5/30/2021,Plymouth,22,49115,0,1435
5/30/2021,Suffolk,8,92743,0,1838
5/30/2021,Worcester,9,77029,0,2233
5/30/2021,Unknown,-3,1075,0,7
5/30/2021,Dukes and Nantucket,,,0,5
6/1/2021,Barnstable,3,13907,0,469
6/1/2021,Berkshire,1,6526,0,286
6/1/2021,Bristol,18,66655,1,1729
6/1/2021,Dukes,0,1408,,
6/1/2021,Essex,27,97598,3,2392
6/1/2021,Franklin,0,2570,0,113
6/1/2021,Hampden,16,52222,-1,1525
6/1/2021,Hampshire,0,9140,1,298
6/1/2021,Middlesex,44,134915,2,3759
6/1/2021,Nantucket,0,1518,,
6/1/2021,Norfolk,18,54821,0,1789
6/1/2021,Plymouth,23,49138,3,1438
6/1/2021,Suffolk,20,92763,0,1838
6/1/2021,Worcester,13,77042,2,2235
6/1/2021,Unknown,-4,1071,0,7
6/1/2021,Dukes and Nantucket,,,0,5
6/2/2021,Barnstable,0,13907,0,469
6/2/2021,Berkshire,0,6526,0,286
6/2/2021,Bristol,17,66672,0,1729
6/2/2021,Dukes,1,1409,,
6/2/2021,Essex,17,97615,1,2393
6/2/2021,Franklin,1,2571,0,113
6/2/2021,Hampden,11,52233,1,1526
6/2/2021,Hampshire,0,9140,0,298
6/2/2021,Middlesex,13,134928,0,3759
6/2/2021,Nantucket,1,1519,,
6/2/2021,Norfolk,4,54825,0,1789
6/2/2021,Plymouth,13,49151,0,1438
6/2/2021,Suffolk,6,92769,0,1838
6/2/2021,Worcester,15,77057,1,2236
6/2/2021,Unknown,1,1072,0,7
6/2/2021,Dukes and Nantucket,,,0,5
6/3/2021,Barnstable,2,13909,0,469
6/3/2021,Berkshire,0,6526,0,286
6/3/2021,Bristol,25,66697,1,1730
6/3/2021,Dukes,1,1410,,
6/3/2021,Essex,37,97652,1,2394
6/3/2021,Franklin,2,2573,0,113
6/3/2021,Hampden,22,52255,0,1526
6/3/2021,Hampshire,1,9141,0,298
6/3/2021,Middlesex,52,134980,2,3761
6/3/2021,Nantucket,0,1519,,
6/3/2021,Norfolk,24,54849,1,1790
6/3/2021,Plymouth,23,49174,1,1439
6/3/2021,Suffolk,31,92800,0,1838
6/3/2021,Worcester,21,77078,1,2237
6/3/2021,Unknown,0,1072,0,7
6/3/2021,Dukes and Nantucket,,,0,5
6/4/2021,Barnstable,1,13910,0,469
6/4/2021,Berkshire,1,6527,1,287
6/4/2021,Bristol,17,66714,1,1731
6/4/2021,Dukes,1,1411,,
6/4/2021,Essex,27,97679,0,2394
6/4/2021,Franklin,3,2576,0,113
6/4/2021,Hampden,19,52274,2,1528
6/4/2021,Hampshire,1,9142,0,298
6/4/2021,Middlesex,27,135007,1,3762
6/4/2021,Nantucket,0,1519,,
6/4/2021,Norfolk,11,54860,2,1792
6/4/2021,Plymouth,9,49183,0,1439
6/4/2021,Suffolk,31,92831,3,1841
6/4/2021,Worcester,32,77110,0,2237
6/4/2021,Unknown,-3,1069,0,7
6/4/2021,Dukes and Nantucket,,,0,5
6/5/2021,Barnstable,1,13911,0,469
6/5/2021,Berkshire,2,6529,0,287
6/5/2021,Bristol,22,66736,0,1731
6/5/2021,Dukes,0,1411,,
6/5/2021,Essex,25,97704,0,2394
6/5/2021,Franklin,0,2576,0,113
6/5/2021,Hampden,30,52304,1,1529
6/5/2021,Hampshire,2,9144,0,298
6/5/2021,Middlesex,42,135049,2,3764
6/5/2021,Nantucket,0,1519,,
6/5/2021,Norfolk,17,54877,0,1792
6/5/2021,Plymouth,10,49193,0,1439
6/5/2021,Suffolk,35,92866,1,1842
6/5/2021,Worcester,30,77140,0,2237
6/5/2021,Unknown,0,1069,0,7
6/5/2021,Dukes and Nantucket,,,0,5
6/6/2021,Barnstable,4,13915,0,469
6/6/2021,Berkshire,0,6529,0,287
6/6/2021,Bristol,10,66746,0,1731
6/6/2021,Dukes,1,1412,,
6/6/2021,Essex,18,97722,0,2394
6/6/2021,Franklin,0,2576,0,113
6/6/2021,Hampden,7,52311,1,1530
6/6/2021,Hampshire,2,9146,0,298
6/6/2021,Middlesex,17,135066,2,3766
6/6/2021,Nantucket,0,1519,,
6/6/2021,Norfolk,14,54891,1,1793
6/6/2021,Plymouth,7,49200,0,1439
6/6/2021,Suffolk,28,92894,0,1842
6/6/2021,Worcester,16,77156,0,2237
6/6/2021,Unknown,2,1071,0,7
6/6/2021,Dukes and Nantucket,,,0,5
6/7/2021,Barnstable,1,13916,0,469
6/7/2021,Berkshire,0,6529,0,287
6/7/2021,Bristol,10,66756,0,1731
6/7/2021,Dukes,0,1412,,
6/7/2021,Essex,7,97729,0,2394
6/7/2021,Franklin,0,2576,0,113
6/7/2021,Hampden,6,52317,0,1530
6/7/2021,Hampshire,4,9150,,298
6/7/2021,Middlesex,15,135081,1,3767
6/7/2021,Nantucket,0,1519,,
6/7/2021,Norfolk,11,54902,2,1795
6/7/2021,Plymouth,5,49205,0,1439
6/7/2021,Suffolk,23,92917,0,1842
6/7/2021,Worcester,8,77164,1,2238
6/7/2021,Unknown,-1,1070,0,7
6/7/2021,Dukes and Nantucket,,,0,5
6/8/2021,Barnstable,1,13917,0,469
6/8/2021,Berkshire,0,6529,0,287
6/8/2021,Bristol,5,66761,0,1731
6/8/2021,Dukes,1,1413,,
6/8/2021,Essex,11,97740,0,2394
6/8/2021,Franklin,0,2576,0,113
6/8/2021,Hampden,9,52326,1,1531
6/8/2021,Hampshire,0,9150,0,298
6/8/2021,Middlesex,26,135107,1,3768
6/8/2021,Nantucket,0,1519,,
6/8/2021,Norfolk,12,54914,0,1795
6/8/2021,Plymouth,5,49210,0,1439
6/8/2021,Suffolk,8,92925,0,1842
6/8/2021,Worcester,29,77193,0,2238
6/8/2021,Unknown,-7,1063,0,7
6/8/2021,Dukes and Nantucket,,,0,5
6/9/2021,Barnstable,2,13919,0,469
6/9/2021,Berkshire,2,6531,0,287
6/9/2021,Bristol,6,66767,2,1733
6/9/2021,Dukes,0,1413,,
6/9/2021,Essex,19,97759,0,2394
6/9/2021,Franklin,1,2577,0,113
6/9/2021,Hampden,5,52331,1,1532
6/9/2021,Hampshire,2,9152,0,298
6/9/2021,Middlesex,14,135121,1,3769
6/9/2021,Nantucket,0,1519,,
6/9/2021,Norfolk,5,54919,0,1795
6/9/2021,Plymouth,5,49215,1,1440
6/9/2021,Suffolk,23,92948,0,1842
6/9/2021,Worcester,44,77237,0,2238
6/9/2021,Unknown,-12,1051,0,7
6/9/2021,Dukes and Nantucket,,,0,5
6/10/2021,Barnstable,3,13922,1,470
6/10/2021,Berkshire,2,6533,0,287
6/10/2021,Bristol,15,66782,2,1735
6/10/2021,Dukes,0,1413,,
6/10/2021,Essex,11,97770,1,2395
6/10/2021,Franklin,0,2577,0,113
6/10/2021,Hampden,6,52337,0,1532
6/10/2021,Hampshire,0,9152,0,298
6/10/2021,Middlesex,15,135136,1,3770
6/10/2021,Nantucket,0,1519,,
6/10/2021,Norfolk,3,54922,0,1795
6/10/2021,Plymouth,8,49223,0,1440
6/10/2021,Suffolk,10,92958,2,1844
6/10/2021,Worcester,12,77249,0,2238
6/10/2021,Unknown,0,1051,0,7
6/10/2021,Dukes and Nantucket,,,0,5
6/11/2021,Barnstable,1,13923,0,470
6/11/2021,Berkshire,2,6535,0,287
6/11/2021,Bristol,14,66796,2,1737
6/11/2021,Dukes,0,1413,,
6/11/2021,Essex,19,97789,1,2396
6/11/2021,Franklin,0,2577,0,113
6/11/2021,Hampden,14,52351,2,1534
6/11/2021,Hampshire,2,9154,0,298
6/11/2021,Middlesex,15,135151,0,3770
6/11/2021,Nantucket,0,1519,,
6/11/2021,Norfolk,7,54929,0,1795
6/11/2021,Plymouth,5,49228,1,1441
6/11/2021,Suffolk,25,92983,0,1844
6/11/2021,Worcester,16,77265,2,2240
6/11/2021,Unknown,1,1052,0,7
6/11/2021,Dukes and Nantucket,,,0,5
6/12/2021,Barnstable,2,13925,0,470
6/12/2021,Berkshire,0,6535,0,287
6/12/2021,Bristol,18,66814,0,1737
6/12/2021,Dukes,0,1413,,
6/12/2021,Essex,14,97803,0,2396
6/12/2021,Franklin,2,2579,0,113
6/12/2021,Hampden,8,52359,0,1534
6/12/2021,Hampshire,4,9158,0,298
6/12/2021,Middlesex,21,135172,0,3770
6/12/2021,Nantucket,0,1519,,
6/12/2021,Norfolk,6,54935,1,1796
6/12/2021,Plymouth,6,49234,0,1441
6/12/2021,Suffolk,6,92989,1,1845
6/12/2021,Worcester,26,77291,0,2240
6/12/2021,Unknown,0,1052,0,7
6/12/2021,Dukes and Nantucket,,,0,5
6/13/2021,Barnstable,1,13926,-1,469
6/13/2021,Berkshire,1,6536,0,287
6/13/2021,Bristol,5,66819,0,1737
6/13/2021,Dukes,-1,1412,,
6/13/2021,Essex,6,97809,0,2396
6/13/2021,Franklin,0,2579,0,113
6/13/2021,Hampden,-4,52355,1,1535
6/13/2021,Hampshire,0,9158,0,298
6/13/2021,Middlesex,10,135182,0,3770
6/13/2021,Nantucket,0,1519,,
6/13/2021,Norfolk,2,54937,0,1796
6/13/2021,Plymouth,2,49236,0,1441
6/13/2021,Suffolk,2,92991,0,1845
6/13/2021,Worcester,8,77299,0,2240
6/13/2021,Unknown,1,1053,0,7
6/13/2021,Dukes and Nantucket,,,0,5
6/14/2021,Barnstable,0,13926,0,469
6/14/2021,Berkshire,0,6536,0,287
6/14/2021,Bristol,2,66821,3,1740
6/14/2021,Dukes,0,1412,,
6/14/2021,Essex,10,97819,2,2398
6/14/2021,Franklin,0,2579,0,113
6/14/2021,Hampden,4,52359,0,1535
6/14/2021,Hampshire,-2,9156,0,298
6/14/2021,Middlesex,9,135191,0,3770
6/14/2021,Nantucket,0,1519,,
6/14/2021,Norfolk,5,54942,1,1797
6/14/2021,Plymouth,1,49237,1,1442
6/14/2021,Suffolk,11,93002,0,1845
6/14/2021,Worcester,5,77304,1,2241
6/14/2021,Unknown,-1,1052,0,7
6/14/2021,Dukes and Nantucket,,,0,5
6/15/2021,Barnstable,-2,13924,0,469
6/15/2021,Berkshire,1,6537,0,287
6/15/2021,Bristol,8,66829,2,1742
6/15/2021,Dukes,1,1413,,
6/15/2021,Essex,16,97835,0,2398
6/15/2021,Franklin,0,2579,0,113
6/15/2021,Hampden,4,52363,0,1535
6/15/2021,Hampshire,0,9156,0,298
6/15/2021,Middlesex,11,135202,0,3770
6/15/2021,Nantucket,0,1519,,
6/15/2021,Norfolk,3,54945,0,1797
6/15/2021,Plymouth,5,49242,0,1442
6/15/2021,Suffolk,9,93011,0,1845
6/15/2021,Worcester,10,77314,0,2241
6/15/2021,Unknown,-11,1041,0,7
6/15/2021,Dukes and Nantucket,,,0,5
6/16/2021,Barnstable,-1,13923,0,469
6/16/2021,Berkshire,0,6537,0,287
6/16/2021,Bristol,11,66840,0,1742
6/16/2021,Dukes,1,1414,,
6/16/2021,Essex,1,97836,1,2399
6/16/2021,Franklin,0,2579,0,113
6/16/2021,Hampden,3,52366,0,1535
6/16/2021,Hampshire,0,9156,2,300
6/16/2021,Middlesex,16,135218,0,3770
6/16/2021,Nantucket,0,1519,,
6/16/2021,Norfolk,7,54952,0,1797
6/16/2021,Plymouth,4,49246,1,1443
6/16/2021,Suffolk,8,93019,0,1845
6/16/2021,Worcester,9,77323,0,2241
6/16/2021,Unknown,-3,1038,0,7
6/16/2021,Dukes and Nantucket,,,0,5
6/17/2021,Barnstable,2,13925,0,469
6/17/2021,Berkshire,2,6539,0,287
6/17/2021,Bristol,9,66849,1,1743
6/17/2021,Dukes,0,1414,,
6/17/2021,Essex,19,97855,0,2399
6/17/2021,Franklin,0,2579,0,113
6/17/2021,Hampden,17,52383,0,1535
6/17/2021,Hampshire,0,9156,0,300
6/17/2021,Middlesex,6,135224,0,3770
6/17/2021,Nantucket,0,1519,,
6/17/2021,Norfolk,3,54955,0,1797
6/17/2021,Plymouth,3,49249,1,1444
6/17/2021,Suffolk,9,93028,0,1845
6/17/2021,Worcester,15,77338,2,2243
6/17/2021,Unknown,-3,1035,0,7
6/17/2021,Dukes and Nantucket,,,0,5
6/18/2021,Barnstable,3,13928,0,469
6/18/2021,Berkshire,1,6540,0,287
6/18/2021,Bristol,7,66856,0,1743
6/18/2021,Dukes,0,1414,,
6/18/2021,Essex,14,97869,0,2399
6/18/2021,Franklin,0,2579,0,113
6/18/2021,Hampden,7,52390,0,1535
6/18/2021,Hampshire,0,9156,0,300
6/18/2021,Middlesex,24,135248,1,3771
6/18/2021,Nantucket,0,1519,,
6/18/2021,Norfolk,9,54964,2,1799
6/18/2021,Plymouth,7,49256,0,1444
6/18/2021,Suffolk,11,93039,0,1845
6/18/2021,Worcester,8,77346,0,2243
6/18/2021,Unknown,-20,1015,0,7
6/18/2021,Dukes and Nantucket,,,0,5
6/19/2021,Barnstable,2,13930,0,469
6/19/2021,Berkshire,0,6540,0,287
6/19/2021,Bristol,13,66869,0,1743
6/19/2021,Dukes,0,1414,,
6/19/2021,Essex,9,97878,1,2400
6/19/2021,Franklin,1,2580,0,113
6/19/2021,Hampden,10,52400,0,1535
6/19/2021,Hampshire,0,9156,0,300
6/19/2021,Middlesex,19,135267,1,3772
6/19/2021,Nantucket,0,1519,,
6/19/2021,Norfolk,11,54975,-1,1798
6/19/2021,Plymouth,5,49261,0,1444
6/19/2021,Suffolk,12,93051,1,1846
6/19/2021,Worcester,10,77356,1,2244
6/19/2021,Unknown,-1,1014,0,7
6/19/2021,Dukes and Nantucket,,,0,5
6/20/2021,Barnstable,0,13930,0,469
6/20/2021,Berkshire,5,6545,0,287
6/20/2021,Bristol,2,66871,1,1744
6/20/2021,Dukes,0,1414,,
6/20/2021,Essex,4,97882,1,2401
6/20/2021,Franklin,1,2581,0,113
6/20/2021,Hampden,0,52400,0,1535
6/20/2021,Hampshire,1,9157,0,300
6/20/2021,Middlesex,11,135278,0,3772
6/20/2021,Nantucket,0,1519,,
6/20/2021,Norfolk,7,54982,2,1800
6/20/2021,Plymouth,2,49263,0,1444
6/20/2021,Suffolk,6,93057,1,1847
6/20/2021,Worcester,2,77358,0,2244
6/20/2021,Unknown,0,1014,0,7
6/20/2021,Dukes and Nantucket,,,0,5
6/21/2021,Barnstable,2,13932,0,469
6/21/2021,Berkshire,1,6546,1,288
6/21/2021,Bristol,5,66876,0,1744
6/21/2021,Dukes,0,1414,,
6/21/2021,Essex,12,97894,0,2401
6/21/2021,Franklin,0,2581,0,113
6/21/2021,Hampden,5,52405,1,1536
6/21/2021,Hampshire,1,9158,0,300
6/21/2021,Middlesex,8,135286,2,3774
6/21/2021,Nantucket,0,1519,,
6/21/2021,Norfolk,2,54984,0,1800
6/21/2021,Plymouth,5,49268,0,1444
6/21/2021,Suffolk,3,93060,0,1847
6/21/2021,Worcester,4,77362,2,2246
6/21/2021,Unknown,0,1014,0,7
6/21/2021,Dukes and Nantucket,,,0,5
6/22/2021,Barnstable,-1,13931,0,469
6/22/2021,Berkshire,2,6548,0,288
6/22/2021,Bristol,4,66880,0,1744
6/22/2021,Dukes,0,1414,,
6/22/2021,Essex,2,97896,0,2401
6/22/2021,Franklin,0,2581,0,113
6/22/2021,Hampden,6,52411,0,1536
6/22/2021,Hampshire,4,9162,0,300
6/22/2021,Middlesex,8,135294,0,3774
6/22/2021,Nantucket,0,1519,,
6/22/2021,Norfolk,0,54984,1,1801
6/22/2021,Plymouth,2,49270,0,1444
6/22/2021,Suffolk,8,93068,0,1847
6/22/2021,Worcester,11,77373,0,2246
6/22/2021,Unknown,-13,1001,0,7
6/22/2021,Dukes and Nantucket,,,0,5
6/23/2021,Barnstable,1,13932,0,469
6/23/2021,Berkshire,2,6550,0,288
6/23/2021,Bristol,5,66885,0,1744
6/23/2021,Dukes,0,1414,,
6/23/2021,Essex,8,97904,1,2402
6/23/2021,Franklin,0,2581,0,113
6/23/2021,Hampden,4,52415,0,1536
